adopter,bill_sum,bill_win,cf,income,educ,sqft,kids,n_peo,age,retire,party,state
Adopter,95,110,14.0733312,62.5,Some College,"(1000,1500]",0,2,72,1,Independent,New Jersey
Non-adopter,150,110,13.648607,87.5,Bachelor Degree,"(0,1000]",1,2,30,0,Democrat,New York
Adopter,198,198,17.1184243,125,Some College,"(2000,3000]",0,2,62,1,Independent,California
Adopter,250,140,14.4799344,175,Some College,"(1000,1500]",0,2,52,0,Democrat,New York
Non-adopter,175,63,18.4697327,125,Bachelor Degree,"(1500,2000]",1,2,42,0,Independent,Arizona
Adopter,180,160,18.1662272,87.5,Some College,"(1500,2000]",1,2,38,0,Independent,California
Adopter,200,280,18.1662272,125,Bachelor Degree,"(3000,4000]",1,3,45,0,Democrat,California
Non-adopter,180,130,19.2566854,125,Some College,"(3000,4000]",0,3,53,1,Republican,Arizona
Non-adopter,125,125,15.0491191,87.5,High School or Less,"(1500,2000]",0,3,60,1,Independent,New Jersey
Adopter,400,120,17.5098528,17.5,Some College,"(1500,2000]",0,1,59,1,Democrat,California
Non-adopter,80,50,13.648607,125,Graduate Degree,"(0,1000]",1,2,35,0,Independent,New York
Adopter,130,140,14.4799344,175,Graduate Degree,"(1500,2000]",1,2,30,0,Democrat,New York
Non-adopter,125,55,19.9905379,87.5,Bachelor Degree,"(1000,1500]",0,1,59,1,Independent,Arizona
Non-adopter,125,125,14.4799344,125,Some College,"(1000,1500]",0,2,42,0,Independent,New York
Non-adopter,88,125,13.6426073,62.5,Some College,"(1000,1500]",0,2,36,0,Republican,New York
Non-adopter,600,250,18.700047,350,Graduate Degree,"(4000,5000+]",1,2,47,0,Independent,California
Non-adopter,350,230,19.9905379,87.5,Some College,"(2000,3000]",0,2,75,1,Independent,Arizona
Adopter,375,300,14.4799344,125,High School or Less,"(2000,3000]",0,2,36,0,Democrat,New York
Non-adopter,125,88,19.9905379,62.5,Bachelor Degree,"(1500,2000]",0,1,67,1,Republican,Arizona
Non-adopter,15,70,20.1207263,125,Bachelor Degree,"(2000,3000]",0,1,37,0,Independent,Arizona
Non-adopter,88,125,13.0458995,87.5,Bachelor Degree,"(2000,3000]",0,1,75,1,Independent,New York
Non-adopter,275,88,18.4697327,62.5,Bachelor Degree,"(2000,3000]",1,2,31,0,Republican,Arizona
Adopter,150,100,17.2770336,175,Graduate Degree,"(3000,4000]",0,1,82,1,Republican,California
Adopter,250,250,14.4799344,87.5,Some College,"(4000,5000+]",0,3,63,0,Independent,New York
Adopter,550,410,14.4799344,125,Bachelor Degree,"(4000,5000+]",1,2,34,0,Independent,New York
Non-adopter,325,125,19.2908626,125,Graduate Degree,"(1000,1500]",1,2,31,0,Independent,California
Adopter,250,250,17.7295933,62.5,Some College,"(1500,2000]",0,3,74,1,Democrat,California
Adopter,70,100,17.7295933,175,Graduate Degree,"(1000,1500]",0,2,44,0,Independent,California
Adopter,300,350,18.2273476,175,Bachelor Degree,"(1000,1500]",0,2,52,0,Republican,California
Non-adopter,200,150,17.0682681,62.5,Graduate Degree,"(2000,3000]",0,2,76,1,Republican,California
Non-adopter,38,38,18.5442682,125,Bachelor Degree,"(1500,2000]",1,2,44,0,Independent,California
Non-adopter,88,38,19.9372954,125,Some College,"(1500,2000]",0,1,77,1,Independent,Arizona
Adopter,300,120,18.2302849,87.5,Bachelor Degree,"(1500,2000]",0,2,59,1,Republican,California
Non-adopter,72,38,14.1406168,62.5,Some College,"(1000,1500]",0,2,49,0,Independent,New Jersey
Adopter,185,185,18.5442682,62.5,Some College,"(2000,3000]",0,2,64,1,Independent,California
Adopter,250,150,18.700047,175,Bachelor Degree,"(1500,2000]",1,2,46,0,Republican,California
Non-adopter,38,125,13.6167158,37.5,High School or Less,"(0,1000]",0,2,70,1,Republican,New York
Adopter,250,150,18.3624927,125,Graduate Degree,"(2000,3000]",1,2,49,0,Independent,California
Non-adopter,300,200,14.1458314,62.5,High School or Less,"(1500,2000]",1,1,64,0,Independent,New Jersey
Non-adopter,88,225,13.6849137,125,Graduate Degree,"(1500,2000]",0,2,61,0,Independent,New York
Non-adopter,250,150,14.4751801,62.5,Some College,"(1500,2000]",1,3,55,0,Independent,New Jersey
Adopter,600,500,18.700047,350,Bachelor Degree,"(2000,3000]",1,3,48,0,Democrat,California
Adopter,250,100,17.0682681,37.5,Bachelor Degree,"(1000,1500]",0,2,74,1,Independent,California
Non-adopter,125,63,13.8040129,250,Graduate Degree,"(3000,4000]",0,3,60,0,Republican,New Jersey
Non-adopter,38,38,18.700047,37.5,High School or Less,"(1500,2000]",0,2,80,1,Republican,California
Non-adopter,120,90,14.2487819,17.5,Some College,"(1000,1500]",0,2,52,1,Republican,New York
Adopter,300,130,18.1662272,175,Bachelor Degree,"(2000,3000]",1,2,42,0,Independent,California
Adopter,300,350,17.2770336,62.5,Bachelor Degree,"(1500,2000]",0,2,67,1,Republican,California
Non-adopter,63,63,17.2969523,37.5,Some College,"(1000,1500]",0,2,78,1,Democrat,California
Adopter,200,200,18.1662272,125,Bachelor Degree,"(1500,2000]",0,3,50,0,Republican,California
Adopter,170,85,19.4651838,125,Bachelor Degree,"(2000,3000]",0,2,65,1,Independent,California
Non-adopter,125,63,18.4697327,125,Graduate Degree,"(2000,3000]",0,2,67,1,Democrat,Arizona
Adopter,250,100,17.3451732,125,Bachelor Degree,"(2000,3000]",1,2,45,0,Independent,California
Non-adopter,175,88,14.4751801,175,Some College,"(1500,2000]",1,2,37,0,Republican,New Jersey
Non-adopter,175,175,14.287465,175,Bachelor Degree,"(1000,1500]",1,2,36,0,Independent,New York
Adopter,250,100,19.2908626,125,Bachelor Degree,"(2000,3000]",1,2,39,0,Democrat,California
Non-adopter,63,63,13.0458995,87.5,Some College,"(1500,2000]",0,2,82,1,Independent,New York
Non-adopter,175,175,12.9388576,62.5,Some College,"(1500,2000]",0,2,48,0,Democrat,New York
Adopter,225,300,13.9606699,125,Some College,"(1500,2000]",1,3,53,0,Republican,New Jersey
Adopter,500,450,17.7295933,125,Graduate Degree,"(1500,2000]",0,3,43,0,Independent,California
Adopter,350,350,17.3227205,125,Bachelor Degree,"(2000,3000]",1,3,48,0,Republican,California
Non-adopter,125,200,12.7918743,175,Graduate Degree,"(1500,2000]",0,2,35,0,Independent,New York
Adopter,250,350,17.1106164,125,Bachelor Degree,"(2000,3000]",1,2,60,1,Independent,California
Adopter,250,150,17.0682681,62.5,Some College,"(2000,3000]",0,2,71,1,Democrat,California
Non-adopter,800,800,17.3451732,250,Bachelor Degree,"(2000,3000]",1,3,50,0,Democrat,California
Non-adopter,88,88,19.1942442,87.5,High School or Less,"(1500,2000]",0,2,53,1,Independent,Arizona
Non-adopter,125,38,19.9905379,37.5,High School or Less,"(1000,1500]",0,2,31,0,Independent,Arizona
Non-adopter,175,88,16.9027499,62.5,High School or Less,"(1500,2000]",0,2,57,0,Democrat,California
Adopter,500,150,14.4799344,175,Some College,"(2000,3000]",1,3,51,1,Independent,New York
Non-adopter,63,88,13.7376053,125,Bachelor Degree,"(2000,3000]",1,2,37,0,Independent,New Jersey
Non-adopter,300,300,18.700047,350,Graduate Degree,"(3000,4000]",0,3,65,0,Democrat,California
Non-adopter,88,125,13.4287538,87.5,Some College,"(1500,2000]",0,3,53,0,Democrat,New York
Non-adopter,125,88,14.1837344,87.5,High School or Less,"(1000,1500]",0,1,51,0,Republican,New Jersey
Adopter,100,80,18.1662272,87.5,Graduate Degree,"(2000,3000]",0,2,70,1,Independent,California
Non-adopter,450,45,18.700047,175,Graduate Degree,"(0,1000]",1,2,42,0,Democrat,California
Non-adopter,225,275,18.700047,37.5,Graduate Degree,"(1500,2000]",0,2,43,0,Democrat,California
Adopter,65,100,18.700047,125,Graduate Degree,"(2000,3000]",0,3,65,1,Independent,California
Non-adopter,220,140,18.4697327,62.5,Bachelor Degree,"(2000,3000]",0,2,64,1,Independent,Arizona
Non-adopter,378,350,18.4697327,175,Graduate Degree,"(3000,4000]",1,2,55,0,Republican,Arizona
Non-adopter,125,60,18.4697327,37.5,Some College,"(1000,1500]",0,1,41,0,Independent,Arizona
Non-adopter,150,50,13.1444937,87.5,Graduate Degree,"(2000,3000]",0,2,66,0,Democrat,New York
Adopter,250,75,18.5312698,350,Graduate Degree,"(2000,3000]",1,3,54,0,Republican,California
Non-adopter,225,88,18.4697327,125,Graduate Degree,"(2000,3000]",0,2,61,1,Independent,Arizona
Non-adopter,175,125,14.4799344,37.5,High School or Less,"(1000,1500]",0,2,75,1,Democrat,New York
Non-adopter,320,450,13.648607,175,Bachelor Degree,"(3000,4000]",1,2,35,0,Republican,New York
Adopter,275,91.93,17.1992868,125,Bachelor Degree,"(1500,2000]",1,1,46,0,Republican,California
Adopter,150,120,18.1662272,87.5,Bachelor Degree,"(1500,2000]",0,2,67,1,Independent,California
Non-adopter,38,63,12.7918743,87.5,Some College,"(0,1000]",0,3,53,0,Republican,New York
Non-adopter,125,125,17.014208,62.5,Some College,"(1500,2000]",0,3,50,0,Independent,California
Adopter,127,55,18.1662272,62.5,Some College,"(1000,1500]",1,2,53,0,Independent,California
Non-adopter,325,225,14.1406168,250,High School or Less,"(2000,3000]",0,3,54,0,Republican,New Jersey
Adopter,500,400,18.700047,37.5,Some College,"(2000,3000]",0,1,88,1,Democrat,California
Non-adopter,200,35,18.4697327,125,Bachelor Degree,"(2000,3000]",0,2,27,0,Republican,Arizona
Non-adopter,88,88,13.0458995,87.5,Some College,"(2000,3000]",0,2,79,1,Republican,New York
Adopter,200,200,17.7295933,125,Graduate Degree,"(1000,1500]",0,2,53,0,Democrat,California
Non-adopter,450,450,14.3055579,350,Some College,"(2000,3000]",0,3,52,0,Republican,New York
Non-adopter,325,275,18.4697327,62.5,High School or Less,"(2000,3000]",1,2,43,0,Independent,Arizona
Non-adopter,175,88,17.352081,62.5,High School or Less,"(1000,1500]",0,3,25,0,Independent,California
Adopter,270,375,15.0491191,62.5,High School or Less,"(1000,1500]",0,2,57,0,Republican,New Jersey
Adopter,150,120,18.1662272,125,Some College,"(1500,2000]",0,2,65,1,Democrat,California
Non-adopter,125,38,18.4697327,87.5,Graduate Degree,"(1000,1500]",0,2,57,0,Independent,Arizona
Adopter,150,180,18.1662272,125,Graduate Degree,"(1500,2000]",1,2,44,0,Democrat,California
Adopter,300,100,19.4651838,175,Graduate Degree,"(1000,1500]",0,3,57,0,Independent,California
Adopter,700,700,17.0682681,175,Graduate Degree,"(2000,3000]",0,1,67,1,Democrat,California
Non-adopter,88,125,13.3281096,87.5,Some College,"(0,1000]",1,3,40,0,Independent,New York
Adopter,300,100,17.0682681,62.5,High School or Less,"(1000,1500]",1,3,52,0,Republican,California
Adopter,150,280,18.1662272,87.5,Graduate Degree,"(2000,3000]",0,2,63,0,Republican,California
Non-adopter,450,160,18.4697327,250,Graduate Degree,"(2000,3000]",1,2,47,0,Democrat,Arizona
Non-adopter,80,70,18.700047,175,Graduate Degree,"(0,1000]",1,1,46,0,Democrat,California
Adopter,100,130,17.4354629,175,Bachelor Degree,"(1500,2000]",1,2,34,0,Democrat,California
Adopter,100,200,18.1662272,62.5,Some College,"(2000,3000]",0,2,63,0,Independent,California
Non-adopter,175,325,13.2567994,125,Some College,"(2000,3000]",1,3,45,0,Independent,New York
Non-adopter,125,125,17.088196,125,Graduate Degree,"(1500,2000]",0,2,57,0,Republican,California
Non-adopter,63,88,13.0458995,125,Bachelor Degree,"(2000,3000]",0,2,57,1,Democrat,New York
Adopter,60,100,17.2770336,175,Graduate Degree,"(1500,2000]",0,3,55,0,Democrat,California
Non-adopter,125,175,13.6928697,37.5,Bachelor Degree,"(1500,2000]",0,1,75,1,Republican,New York
Non-adopter,38,225,17.4057518,125,Graduate Degree,"(3000,4000]",0,2,67,1,Independent,California
Adopter,250,100,18.4697327,37.5,Bachelor Degree,"(2000,3000]",0,1,72,1,Democrat,Arizona
Non-adopter,125,125,18.1662272,62.5,Bachelor Degree,"(1000,1500]",0,1,79,1,Republican,California
Adopter,450,200,17.7295933,175,Graduate Degree,"(4000,5000+]",1,3,47,0,Independent,California
Adopter,400,200,14.1458314,250,Graduate Degree,"(2000,3000]",1,2,40,0,Independent,New Jersey
Non-adopter,125,88,14.192373,87.5,High School or Less,"(2000,3000]",0,3,55,0,Republican,New Jersey
Adopter,280,300,17.7295933,87.5,Graduate Degree,"(1500,2000]",0,2,67,1,Democrat,California
Non-adopter,88,88,18.4697327,17.5,Some College,"(1000,1500]",0,2,34,1,Independent,Arizona
Non-adopter,38,63,17.3015558,250,Graduate Degree,"(2000,3000]",0,2,80,1,Independent,California
Adopter,250,200,17.2770336,87.5,Bachelor Degree,"(1500,2000]",0,2,50,0,Independent,California
Non-adopter,63,63,18.5442682,62.5,Graduate Degree,"(1000,1500]",0,2,40,0,Democrat,California
Non-adopter,150,170,14.3482328,125,Some College,"(1000,1500]",0,2,63,0,Democrat,New York
Non-adopter,88,38,19.9905379,125,Graduate Degree,"(1500,2000]",0,2,71,1,Democrat,Arizona
Non-adopter,88,63,17.352081,87.5,Some College,"(1500,2000]",1,2,53,0,Republican,California
Non-adopter,88,88,13.0019787,87.5,Some College,"(1000,1500]",0,2,60,0,Democrat,New York
Non-adopter,63,63,13.2761937,62.5,Some College,"(2000,3000]",0,2,43,0,Independent,New York
Non-adopter,67,67,15.0491191,125,Graduate Degree,"(2000,3000]",1,2,31,0,Independent,New Jersey
Non-adopter,600,400,18.4697327,62.5,Bachelor Degree,"(1000,1500]",1,2,24,0,Democrat,Arizona
Adopter,300,145,18.1662272,175,Some College,"(1500,2000]",0,2,60,1,Independent,California
Adopter,250,125,19.3780232,62.5,Some College,"(1500,2000]",1,3,70,1,Independent,California
Non-adopter,125,88,19.9905379,17.5,Graduate Degree,"(1000,1500]",0,1,69,1,Democrat,Arizona
Adopter,160,110,14.218588,175,Bachelor Degree,"(1500,2000]",1,2,36,0,Democrat,New Jersey
Adopter,160,250,17.1184243,125,Graduate Degree,"(1500,2000]",0,2,67,1,Democrat,California
Non-adopter,250,120,13.6426073,125,Graduate Degree,"(3000,4000]",1,2,49,0,Democrat,New York
Non-adopter,175,63,14.1645432,62.5,Graduate Degree,"(1000,1500]",0,1,71,1,Independent,New Jersey
Non-adopter,175,63,18.4697327,17.5,Some College,"(1500,2000]",0,1,80,1,Independent,Arizona
Adopter,170,150,18.700047,175,Bachelor Degree,"(1000,1500]",0,1,58,0,Democrat,California
Non-adopter,200,200,14.4799344,250,Bachelor Degree,"(2000,3000]",1,1,53,0,Republican,New York
Non-adopter,63,225,17.19953,87.5,High School or Less,"(1500,2000]",0,2,38,0,Democrat,California
Non-adopter,175,63,19.9905379,175,Some College,"(2000,3000]",1,2,55,0,Republican,Arizona
Non-adopter,125,125,14.4799344,125,Some College,"(1500,2000]",0,2,75,1,Republican,New York
Adopter,300,200,18.1662272,125,Graduate Degree,"(2000,3000]",1,3,44,0,Republican,California
Adopter,170,150,18.1662272,37.5,Some College,"(1500,2000]",0,2,66,0,Democrat,California
Non-adopter,225,125,14.192373,125,Bachelor Degree,"(1000,1500]",1,3,47,0,Republican,New Jersey
Non-adopter,88,88,18.5442682,87.5,Bachelor Degree,"(3000,4000]",0,3,49,0,Independent,California
Adopter,200,120,14.1869744,62.5,High School or Less,"(1000,1500]",1,2,58,1,Democrat,New Jersey
Non-adopter,50,54,17.0682681,62.5,Bachelor Degree,"(1500,2000]",0,2,83,1,Republican,California
Adopter,200,400,14.0466426,175,Graduate Degree,"(1000,1500]",1,2,42,0,Democrat,New Jersey
Adopter,380,150,17.7295933,175,Bachelor Degree,"(3000,4000]",1,2,49,0,Republican,California
Non-adopter,125,125,13.6426073,62.5,Some College,"(1500,2000]",0,2,61,1,Democrat,New York
Non-adopter,175,88,14.1837344,125,Bachelor Degree,"(3000,4000]",0,2,42,0,Republican,New Jersey
Non-adopter,175,125,14.3055579,125,Graduate Degree,"(0,1000]",0,2,54,0,Republican,New York
Non-adopter,175,175,13.4536466,62.5,High School or Less,"(1000,1500]",0,2,35,0,Independent,New York
Adopter,300,40,19.4651838,62.5,High School or Less,"(1000,1500]",0,2,52,0,Republican,California
Non-adopter,325,125,17.352081,62.5,Graduate Degree,"(2000,3000]",1,2,33,0,Republican,California
Adopter,500,250,17.7295933,62.5,Some College,"(3000,4000]",0,3,51,0,Democrat,California
Non-adopter,88,63,13.9944474,87.5,Bachelor Degree,"(1000,1500]",0,2,53,0,Independent,New Jersey
Non-adopter,125,125,18.2273476,37.5,Some College,"(2000,3000]",0,3,61,0,Democrat,California
Adopter,125,300,18.2273476,125,Graduate Degree,"(1500,2000]",0,1,59,0,Democrat,California
Non-adopter,250,100,18.4697327,37.5,Bachelor Degree,"(1500,2000]",1,2,24,0,Democrat,Arizona
Adopter,250,215,18.1662272,175,Some College,"(1500,2000]",0,2,63,0,Republican,California
Non-adopter,175,175,14.6151049,125,Bachelor Degree,"(1500,2000]",0,2,71,1,Democrat,New Jersey
Non-adopter,600,300,18.4697327,17.5,Some College,"(1500,2000]",0,2,72,1,Independent,Arizona
Adopter,100,115,18.700047,175,Graduate Degree,"(2000,3000]",1,2,54,0,Independent,California
Non-adopter,275,88,18.4697327,37.5,High School or Less,"(1500,2000]",1,2,40,0,Independent,Arizona
Non-adopter,125,125,13.7866209,62.5,Some College,"(1500,2000]",0,2,82,1,Democrat,New York
Non-adopter,38,38,14.7471945,62.5,Bachelor Degree,"(2000,3000]",0,2,30,0,Republican,New Jersey
Non-adopter,225,88,13.6849137,250,Bachelor Degree,"(2000,3000]",1,3,54,0,Republican,New York
Non-adopter,150,150,13.6167158,125,Graduate Degree,"(2000,3000]",1,2,49,0,Republican,New York
Adopter,120,50,18.2273476,350,Bachelor Degree,"(1500,2000]",1,2,39,0,Democrat,California
Adopter,280,280,19.8840528,62.5,Some College,"(1000,1500]",0,2,57,0,Independent,Arizona
Non-adopter,63,63,14.5694684,175,Graduate Degree,"(1500,2000]",0,3,63,0,Independent,New Jersey
Non-adopter,63,63,13.7866209,62.5,Bachelor Degree,"(1000,1500]",0,2,56,0,Independent,New York
Adopter,180,350,17.1184243,175,Some College,"(1500,2000]",0,2,58,0,Democrat,California
Non-adopter,225,225,17.0682681,37.5,Bachelor Degree,"(2000,3000]",0,3,31,0,Democrat,California
Adopter,275,400,17.1184243,175,Bachelor Degree,"(2000,3000]",1,2,43,0,Republican,California
Non-adopter,300,100,18.4697327,62.5,Some College,"(3000,4000]",1,3,27,0,Democrat,Arizona
Adopter,330,250,19.0826154,37.5,Bachelor Degree,"(2000,3000]",0,3,65,1,Republican,California
Non-adopter,225,225,14.4799344,125,Graduate Degree,"(1000,1500]",1,2,39,0,Independent,New York
Non-adopter,300,240,18.700047,250,Bachelor Degree,"(2000,3000]",1,2,40,0,Independent,California
Non-adopter,63,88,19.1942442,17.5,Some College,"(0,1000]",0,3,48,0,Independent,Arizona
Non-adopter,200,150,13.0458995,175,Bachelor Degree,"(4000,5000+]",1,2,50,0,Republican,New York
Non-adopter,125,38,18.4697327,62.5,Some College,"(1000,1500]",0,1,53,0,Independent,Arizona
Adopter,190,180,17.2770336,37.5,High School or Less,"(3000,4000]",0,3,55,0,Independent,California
Adopter,80,100,18.1662272,175,Graduate Degree,"(1500,2000]",1,2,35,0,Democrat,California
Adopter,350,200,18.700047,37.5,Some College,"(1000,1500]",0,1,86,1,Republican,California
Adopter,575,135,19.4651838,37.5,Some College,"(1500,2000]",1,3,69,1,Republican,California
Non-adopter,100,120,17.1184243,250,Graduate Degree,"(4000,5000+]",1,3,57,0,Republican,California
Adopter,125,250,17.0682681,62.5,Some College,"(1500,2000]",0,2,72,1,Independent,California
Non-adopter,100,250,12.3941711,37.5,Some College,"(1500,2000]",0,2,44,0,Democrat,New York
Non-adopter,325,275,14.1837344,125,Some College,"(1500,2000]",1,3,64,1,Democrat,New Jersey
Non-adopter,125,175,13.7588789,62.5,Some College,"(1000,1500]",0,3,82,1,Republican,New York
Adopter,150,150,18.3624927,125,Some College,"(1000,1500]",0,3,60,0,Republican,California
Non-adopter,325,175,14.6191574,87.5,High School or Less,"(2000,3000]",0,3,52,0,Independent,New Jersey
Non-adopter,175,175,13.8843921,125,Graduate Degree,"(1000,1500]",0,2,37,0,Democrat,New York
Non-adopter,225,125,18.700047,125,Bachelor Degree,"(3000,4000]",0,2,85,1,Democrat,California
Adopter,150,200,17.7295933,62.5,Some College,"(1500,2000]",0,3,52,0,Independent,California
Non-adopter,120,120,19.8069413,37.5,High School or Less,"(1500,2000]",0,2,80,1,Independent,Arizona
Non-adopter,225,225,14.3482328,37.5,Bachelor Degree,"(1000,1500]",0,1,43,0,Independent,New York
Non-adopter,250,100,18.4697327,87.5,Bachelor Degree,"(2000,3000]",1,3,56,0,Republican,Arizona
